PackID,Avg_syn_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
2043,0,0,0.9,0.1,0,0,1,0,0,0.010761,0.0010761,0.000192,0.002798,0.000968604,1146,66,1514,619.4822211,0.2,1080,0,1448,619.4822211,0,Windows7
2044,0.2,0,0.2,0.6,0,0,1,0,0,0.007408,0.0007408,5.60E-05,0.00231,0.000830363,416.6,66,1484,573.2287114,0.5,349,0,1418,574.3001538,0,Windows7
2045,0,0,1,0,0,0,1,0,0,0.020073,0.0020073,7.90E-05,0.013465,0.00435968,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2046,0,0,1,0,0,0,1,0,0,0.010143,0.0010143,8.20E-05,0.003721,0.001197183,1083.2,78,1514,693.6539003,0.3,1013.6,0,1448,699.4504509,0,Windows7
2047,0,0,0.9,0.1,0,0,1,0,0,0.024702,0.0024702,0.000652,0.01635,0.005104465,717.6,78,1514,713.5674382,0.5,645.6,0,1448,719.5460297,0,Windows7
2048,0,0,1,0,0,0,1,0,0,0.015179,0.0015179,0.000684,0.004644,0.001591216,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2049,0,0,1,0,0,0,1,0,0,0.002699,0.0002699,6.80E-05,0.000858,0.000293167,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2050,0,0,0.9,0.1,0,0,1,0,0,0.007709,0.0007709,7.40E-05,0.002857,0.000963416,1099.5,94,1514,668.1419094,0.2,1025.1,0,1448,681.6526404,0,Windows7
2051,0,0,0.9,0.1,0,0,1,0,0,0.013156,0.0013156,0.000428,0.006918,0.002166096,1290.8,66,1514,495.8917445,0.1,1224.8,0,1448,495.8917445,0,Windows7
2052,0,0.1,0.4,0,0,0,0.5,0,0.5,2.783623,0.2783623,7.10E-05,0.909396,0.354619336,82,66,98,16.86548085,0.5,0,0,0,0,0,Windows7
2053,0,0,0.3,0.7,0,0,1,0,0,0.06162,0.006162,6.90E-05,0.025555,0.009973035,572,66,1466,509.8535738,0.3,506,0,1400,509.8535738,0,Windows7
2054,0,0,0.9,0.1,0,0,1,0,0,0.004424,0.0004424,7.30E-05,0.001227,0.000348662,1209.6,78,1514,598.8120091,0.2,1141.2,0,1448,603.8514902,0,Windows7
2055,0,0,0.8,0.2,0,0,1,0,0,0.007113,0.0007113,2.90E-05,0.004516,0.001455628,507,54,1506,690.2463328,0.5,453,0,1452,690.2463328,0,Windows7
2056,0,0,0.9,0.1,0,0,1,0,0,0.017073,0.0017073,5.00E-05,0.011844,0.003815031,864.3,66,1514,719.7792949,0.4,798.3,0,1448,719.7792949,0,Windows7
2057,0,0,1,0,0,0,1,0,0,0.00427,0.000427,4.00E-05,0.001991,0.000635348,934.8,66,1514,747.7439847,0.4,868.8,0,1448,747.7439847,0,Windows7
2058,0,0,0.9,0.1,0,0,1,0,0,0.02424,0.002424,0.000402,0.006936,0.002913815,1290.8,66,1514,495.8917445,0.1,1224.8,0,1448,495.8917445,0,Windows7
2059,0,0,1,0,0,0,1,0,0,0.012889,0.0012889,6.60E-05,0.007443,0.002319527,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2060,0,0,1,0,0,0,1,0,0,0.002992,0.0002992,3.70E-05,0.000743,0.000340209,797.6,78,1514,755.1575553,0.5,724,0,1448,763.1630087,0,Windows7
2061,0,0,1,0,0,0,1,0,0,0.018961,0.0018961,6.70E-05,0.01401,0.00455203,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2062,0,0,1,0,0,0,1,0,0,0.005359,0.0005359,0.000117,0.001466,0.000360402,1226.8,78,1514,605.4707627,0.2,1158.4,0,1448,610.5304069,0,Windows7
2063,0,0,1,0,0,0,1,0,0,0.00451,0.000451,5.50E-05,0.002927,0.000926008,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2064,0,0,0.9,0.1,0,0,1,0,0,0.006236,0.0006236,3.80E-05,0.003196,0.000948238,1341.4,66,1514,456.5669478,0.1,1275.4,0,1448,456.5669478,0,Windows7
2065,0,0,1,0,0,0,1,0,0,0.005827,0.0005827,3.60E-05,0.0031,0.001054308,764,66,1462,735.7566023,0.5,698,0,1396,735.7566023,0,Windows7
2066,0,0,0.9,0.1,0,0,1,0,0,0.008582,0.0008582,0.000443,0.002195,0.000681498,1207.2,66,1514,603.8514902,0.2,1141.2,0,1448,603.8514902,0,Windows7
2067,0.1,0,0.7,0.2,0,0,1,0,0,0.008885,0.0008885,5.60E-05,0.00762,0.002491429,475.8,66,1514,617.8446047,0.6,409,0,1448,618.4275759,0,Windows7
2068,0,0,1,0,0,0,1,0,0,0.0052,0.00052,3.50E-05,0.002901,0.000905308,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows7
2069,0,0,0,0,0,0.1,0,1,0,0.002504,0.0002504,0.000132,0.001193,0.000344696,100.9,74,343,85.06526906,0,0,0,0,0,0,Windows7
2070,0,0,0.5,0.5,0,0,1,0,0,0.279485,0.0279485,7.10E-05,0.091334,0.040446387,379.2,66,1484,584.0180363,0.4,313.2,0,1418,584.0180363,0,Windows7
2071,0,0,1,0,0,0,1,0,0,0.006342,0.0006342,0.000359,0.001093,0.000315256,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2072,0,0,0.1,0,0,0.9,0.1,0.9,0,0.020653,0.0020653,0.000124,0.012999,0.004056824,227,66,550,178.5826917,0.1,0,0,0,0,0,Windows7
2073,0,0,1,0,0,0,1,0,0,0.006972,0.0006972,6.30E-05,0.002636,0.000763531,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
2074,0,0,1,0,0,0,1,0,0,0.016514,0.0016514,7.90E-05,0.008289,0.002782749,1085.6,86,1514,689.7895331,0.3,1013.6,0,1448,699.4504509,0,Windows7
2075,0,0,0.9,0,0,0,0.9,0,0.1,0.021409,0.0021409,0.000708,0.005777,0.001988652,1082.8,66,1514,694.3525841,0.2,1013.6,0,1448,638.5079831,0,Windows7
2076,0,0,1,0,0,0,1,0,0,0.003768,0.0003768,0.000139,0.00087,0.000224611,1067,94,1484,671.4337892,0.3,992.6,0,1418,684.9590742,0,Windows7
2077,0,0,0.9,0.1,0,0,1,0,0,0.004403,0.0004403,0.000398,0.000761,0.000117821,1435.6,730,1514,247.9225686,0,1369.6,664,1448,247.9225686,0,Windows7
2078,0,0,0.9,0.1,0,0,1,0,0,0.006575,0.0006575,0.000415,0.002575,0.000700623,1417.7,551,1514,304.5273387,0,1351.7,485,1448,304.5273387,0,Windows7
2079,0,0,0.9,0.1,0,0,1,0,0,0.006564,0.0006564,0.000417,0.002675,0.000732411,1435.6,730,1514,247.9225686,0,1369.6,664,1448,247.9225686,0,Windows7
2080,0,0,1,0,0,0,1,0,0,0.004567,0.0004567,5.70E-05,0.000993,0.000387482,934.8,66,1514,747.7439847,0.4,868.8,0,1448,747.7439847,0,Windows7
2081,0,0,1,0,0,0,1,0,0,0.011357,0.0011357,7.00E-05,0.005925,0.001906924,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2082,0,0,1,0,0,0,1,0,0,0.021649,0.0021649,0.001577,0.003962,0.000856632,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2083,0,0,1,0,0,0,1,0,0,0.004618,0.0004618,0.000191,0.001462,0.000377943,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2084,0,0,0.5,0.5,0,0,1,0,0,0.019159,0.0019159,2.30E-05,0.013604,0.004481847,346,54,1514,466.5044956,0.4,287.2,0,1448,463.5610472,0,Windows7
2085,0,0,1,0,0,0,1,0,0,0.006433,0.0006433,6.90E-05,0.001622,0.000427762,1315.2,66,1454,438.9241392,0.1,1249.2,0,1388,438.9241392,0,Windows7
2086,0,0,1,0,0,0,1,0,0,0.004728,0.0004728,0.000132,0.001913,0.000574511,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
2087,0,0,0.8,0.1,0,0,0.9,0.1,0,0.00871,0.000871,6.60E-05,0.005783,0.001814907,932.1,78,1514,719.6120019,0.3,853.2,0,1448,712.7804711,0,Windows7
2088,0,0,1,0,0,0,1,0,0,0.01231,0.001231,5.70E-05,0.0098,0.003169695,1058.6,66,1484,684.9590742,0.3,992.6,0,1418,684.9590742,0,Windows7
2089,0,0,1,0,0,0,1,0,0,0.005885,0.0005885,7.00E-05,0.001535,0.000510073,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2090,0,0,1,0,0,0,1,0,0,0.004677,0.0004677,3.90E-05,0.001434,0.000534241,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2091,0,0.1,0.4,0.2,0.3,0,1,0,0,0.025355,0.0025355,6.50E-05,0.017465,0.005655669,367.7,54,1514,605.5711812,0.7,305.3,0,1448,603.5233679,0,Windows7
2092,0.4,0,0.3,0,0,0.3,0.7,0.3,0,0.048507,0.0048507,5.00E-05,0.026395,0.008530477,100.5,66,227,57.11051664,0.7,0,0,0,0,0,Windows7
2093,0,0,0.9,0,0,0,0.9,0,0.1,0.012612,0.0012612,7.50E-05,0.002525,0.000866752,938,66,1514,743.6701778,0.3,868.8,0,1448,724,0,Windows7
2094,0,0,1,0,0,0,1,0,0,0.00698,0.000698,6.30E-05,0.003405,0.001006151,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2095,0,0,1,0,0,0,1,0,0,0.010416,0.0010416,6.10E-05,0.005814,0.001782327,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2096,0,0,1,0,0,0,1,0,0,0.005161,0.0005161,5.90E-05,0.002412,0.000719868,1088,94,1514,685.925166,0.3,1013.6,0,1448,699.4504509,0,Windows7
2097,0,0,1,0,0,0,1,0,0,0.005936,0.0005936,8.50E-05,0.002253,0.000622432,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2098,0.1,0,0.3,0.6,0,0,1,0,0,0.039046,0.0039046,2.80E-05,0.018229,0.006095578,160.1,66,428,123.2832781,0.4,95.7,0,374,127.1045501,0,Windows7
2099,0,0,0.9,0,0,0,0.9,0.1,0,0.010858,0.0010858,0.000102,0.006319,0.001948041,939.5,77,1514,741.676367,0.3,868.8,0,1448,724,0,Windows7
2100,0,0,1,0,0,0,1,0,0,0.010102,0.0010102,7.50E-05,0.005756,0.001788279,946,94,1514,733.2848469,0.4,868.8,0,1448,747.7439847,0,Windows7
2101,0,0,0.9,0.1,0,0,1,0,0,0.014614,0.0014614,0.000192,0.0082,0.00258604,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
2102,0,0,1,0,0,0,1,0,0,0.023781,0.0023781,8.00E-05,0.004928,0.001589812,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2103,0,0,1,0,0,0,1,0,0,0.020832,0.0020832,3.20E-05,0.009357,0.002990266,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2104,0,0,0.5,0.5,0,0,1,0,0,0.080201,0.0080201,7.20E-05,0.04911,0.015840285,286.6,66,1494,444.839097,0.5,221.8,0,1440,448.4595361,0,Windows7
2105,0,0,0.9,0.1,0,0,1,0,0,0.015161,0.0015161,0.00019,0.009227,0.002936868,1148.4,78,1514,614.8364191,0.2,1080,0,1448,619.4822211,0,Windows7
2106,0,0,1,0,0,0,1,0,0,0.005918,0.0005918,7.00E-05,0.001113,0.000338565,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2107,0,0,1,0,0,0,1,0,0,0.009259,0.0009259,0.000394,0.005482,0.001670458,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2108,0,0,0.6,0.1,0,0.3,0.7,0.3,0,0.596582,0.0596582,0.000178,0.370701,0.1175025,83.6,66,155,28.15907195,0.6,3.9,0,39,14.74061445,0.3,Windows7
2109,0,0,1,0,0,0,1,0,0,0.006833,0.0006833,0.000442,0.003116,0.000884154,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2110,0,0,0.7,0.3,0,0,1,0,0,0.010865,0.0010865,2.80E-05,0.009497,0.003114941,380.9,54,1514,601.7874209,0.5,326.9,0,1460,601.7874209,0,Windows7
2111,0,0,1,0,0,0,1,0,0,0.004972,0.0004972,3.70E-05,0.001379,0.000362981,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2112,0,0,1,0,0,0,1,0,0,0.015568,0.0015568,0.000464,0.006787,0.002023953,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2113,0,0,1,0,0,0,1,0,0,0.006864,0.0006864,3.40E-05,0.003997,0.001275277,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2114,0,0,0.9,0.1,0,0,1,0,0,0.011102,0.0011102,6.00E-05,0.002984,0.000996682,986.5,66,1514,697.1617459,0.3,920.5,0,1448,697.1617459,0,Windows7
2115,0,0,1,0,0,0,1,0,0,0.010184,0.0010184,0.000688,0.003881,0.001036429,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2116,0,0.1,0.8,0.1,0,0,1,0,0,0.041203,0.0041203,6.20E-05,0.033525,0.010933063,919.2,66,1484,729.1865788,0.4,853.2,0,1418,729.1865788,0,Windows7
2117,0,0,1,0,0,0,1,0,0,0.009734,0.0009734,5.60E-05,0.004199,0.001332523,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
2118,0,0,1,0,0,0,1,0,0,0.018806,0.0018806,0.000152,0.00697,0.002613262,1223.8,60,1514,611.7969525,0.2,1159,0,1448,609.2671372,0,Windows7
2119,0,0,1,0,0,0,1,0,0,0.008097,0.0008097,4.70E-05,0.004503,0.001393752,914.8,94,1462,706.4321623,0.4,837.6,0,1396,720.8913002,0,Windows7
2120,0,0,1,0,0,0,1,0,0,0.019482,0.0019482,9.40E-05,0.008542,0.003504608,1079.6,66,1514,699.4504509,0.3,1013.6,0,1448,699.4504509,0,Windows7
2121,0,0,0.9,0.1,0,0,1,0,0,0.040701,0.0040701,0.000398,0.019216,0.006545604,1130.7,60,1514,633.1922738,0.2,1065.9,0,1448,630.9450496,0,Windows7
2122,0,0,0.9,0.1,0,0,1,0,0,0.006711,0.0006711,0.000327,0.001563,0.000471664,1496.8,1342,1514,54.39117575,0,1430.8,1276,1448,54.39117575,0,Windows7
2123,0,0,1,0,0,0,1,0,0,0.033151,0.0033151,6.70E-05,0.011457,0.004100819,1043.2,66,1462,674.3320646,0.3,977.2,0,1396,674.3320646,0,Windows7
2124,0,0,1,0,0,0,1,0,0,0.006365,0.0006365,0.000123,0.001842,0.000556769,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2125,0,0,1,0,0,0,1,0,0,0.004875,0.0004875,0.000125,0.001079,0.00027331,1227.6,78,1514,603.787159,0.2,1158.4,0,1448,610.5304069,0,Windows7
2126,0,0,0.9,0.1,0,0,1,0,0,0.00404,0.000404,0.00015,0.000894,0.000194003,1384.1,215,1514,410.7798681,0,1318.1,149,1448,410.7798681,0,Windows7
2127,0,0,0.9,0.1,0,0,1,0,0,0.023792,0.0023792,0.00039,0.008756,0.003341092,1496.8,1342,1514,54.39117575,0,1430.8,1276,1448,54.39117575,0,Windows7
2128,0,0,0.7,0.3,0,0,1,0,0,0.032454,0.0032454,7.20E-05,0.020102,0.006588118,1017.7,66,1514,667.725168,0.3,951.7,0,1448,667.725168,0,Windows7
2129,0,0,0.4,0.6,0,0,1,0,0,0.18381,0.018381,6.80E-05,0.076685,0.02760851,366,54,1514,440.2504338,0.3,304.8,0,1460,442.4057464,0,Windows7
2130,0,0,1,0,0,0,1,0,0,0.006919,0.0006919,3.20E-05,0.00543,0.001758325,764,66,1462,735.7566023,0.5,698,0,1396,735.7566023,0,Windows7
2131,0,0,1,0,0,0,1,0,0,0.003571,0.0003571,0.000173,0.00059,0.00011745,1315.2,66,1454,438.9241392,0.1,1249.2,0,1388,438.9241392,0,Windows7
2132,0,0,1,0,0,0,1,0,0,0.024936,0.0024936,0.000171,0.009573,0.00349829,942.8,86,1514,737.4160291,0.4,868.8,0,1448,747.7439847,0,Windows7
2133,0,0,1,0,0,0,1,0,0,0.007272,0.0007272,0.000145,0.004256,0.001302804,1051.6,94,1462,660.8067796,0.3,977.2,0,1396,674.3320646,0,Windows7
2134,0,0,0.5,0.4,0.1,0,1,0,0,0.032531,0.0032531,4.00E-05,0.024121,0.0080117,105.1,54,324,81.01364768,0.6,40.3,0,258,80.2579868,0,Windows7
2135,0,0,0.5,0.5,0,0,1,0,0,0.031213,0.0031213,4.90E-05,0.023021,0.007589587,727,66,1484,694.3742187,0.4,661,0,1418,694.3742187,0,Windows7
2136,0,0,0,0,0,1,0,1,0,0.086636,0.0086636,0.000698,0.024927,0.011072747,164.3,76,548,145.7219956,0,0,0,0,0,0,Windows7
2137,0,0,0.8,0.2,0,0,1,0,0,0.090051,0.0090051,6.60E-05,0.052263,0.016874393,381.3,66,1514,600.8024356,0.6,315.3,0,1448,600.8024356,0,Windows7
2138,0,0,1,0,0,0,1,0,0,0.011281,0.0011281,6.10E-05,0.004073,0.001526699,903.6,66,1462,720.8913002,0.4,837.6,0,1396,720.8913002,0,Windows7
2139,0,0,0.7,0.3,0,0,1,0,0,0.055041,0.0055041,4.60E-05,0.013813,0.006153283,186.9,66,1129,332.7296033,0.7,122.1,0,1075,336.5050602,0,Windows7
2140,0,0,0.7,0.3,0,0,1,0,0,0.00616,0.000616,6.60E-05,0.003697,0.001147423,786.2,66,1484,736.3033493,0.4,720.2,0,1418,736.3033493,0,Windows7
2141,0.1,0,0.9,0,0,0,1,0,0,0.003742,0.0003742,4.70E-05,0.001174,0.000340434,1080.4,66,1514,698.1657237,0.3,1013.6,0,1448,699.4504509,0,Windows7
2142,0,0,1,0,0,0,1,0,0,0.004254,0.0004254,0.000386,0.000584,6.01E-05,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2143,0,0.1,0.7,0.1,0.1,0,1,0,0,0.004635,0.0004635,6.10E-05,0.00116,0.00036107,1114,54,1514,652.3121271,0.2,1060,0,1460,652.3121271,0,Windows7
2144,0,0,0.9,0.1,0,0,1,0,0,0.005704,0.0005704,8.30E-05,0.002638,0.000772662,1185.6,78,1514,596.2115955,0.2,1116.4,0,1448,602.7918749,0,Windows7
2145,0,0,1,0,0,0,1,0,0,0.006149,0.0006149,4.50E-05,0.003052,0.001050616,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2146,0,0.2,0.3,0.5,0,0,1,0,0,0.014767,0.0014767,5.10E-05,0.004235,0.001800791,95.5,66,192,41.23172996,0.7,29.5,0,126,41.23172996,0,Windows7
2147,0,0,0.7,0.1,0,0.2,0.8,0.2,0,0.012437,0.0012437,0.000428,0.003249,0.000948615,1090.5,74,1514,682.2920929,0,1022.9,93,1448,479.0648443,0.028571429,Windows7
2148,0,0,0.8,0.1,0,0,0.9,0,0.1,0.099401,0.0099401,0.00036,0.095451,0.031652647,1164.8,66,1514,603.3920413,0.1,1095.6,0,1448,501.5256723,0,Windows7
2149,0,0,0.9,0.1,0,0,1,0,0,0.036349,0.0036349,0.000435,0.016539,0.005714435,1290.8,66,1514,495.8917445,0.1,1224.8,0,1448,495.8917445,0,Windows7
2150,0,0,1,0,0,0,1,0,0,0.006193,0.0006193,6.00E-05,0.003701,0.001146848,903.6,66,1462,720.8913002,0.4,837.6,0,1396,720.8913002,0,Windows7
2151,0,0,1,0,0,0,1,0,0,0.009285,0.0009285,0.000298,0.002958,0.000840714,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2152,0,0.1,0.3,0.5,0.1,0,1,0,0,0.010503,0.0010503,2.80E-05,0.006143,0.002180322,264.3,54,1244,426.6372516,0.7,210.3,0,1190,426.6372516,0,Windows7
2153,0,0,1,0,0,0,1,0,0,0.011208,0.0011208,0.00041,0.00329,0.001101993,1370.4,78,1514,454.103072,0.1,1303.2,0,1448,457.8978052,0,Windows7
2154,0,0,0.9,0.1,0,0,1,0,0,0.006252,0.0006252,0.000295,0.00266,0.00074048,1435.6,730,1514,247.9225686,0,1369.6,664,1448,247.9225686,0,Windows7
2155,0,0,0.9,0.1,0,0,1,0,0,0.003663,0.0003663,5.90E-05,0.000966,0.000337209,717.6,78,1514,713.5674382,0.5,645.6,0,1448,719.5460297,0,Windows7
2156,0,0,1,0,0,0,1,0,0,0.005443,0.0005443,6.60E-05,0.000917,0.000242032,1369.2,66,1514,457.8978052,0.1,1303.2,0,1448,457.8978052,0,Windows7
2157,0,0,1,0,0,0,1,0,0,0.007202,0.0007202,0.000361,0.002648,0.000797133,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2158,0,0,1,0,0,0,1,0,0,0.004185,0.0004185,8.30E-05,0.001373,0.000388362,1230,94,1514,598.7245703,0.2,1158.4,0,1448,610.5304069,0,Windows7
2159,0,0,1,0,0,0,1,0,0,0.01032,0.001032,6.80E-05,0.00434,0.001734762,937.6,66,1514,744.1730981,0.4,868.8,0,1448,747.7439847,0,Windows7
2160,0,0,1,0,0,0,1,0,0,0.013757,0.0013757,6.10E-05,0.004378,0.001848092,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2161,0,0,1,0,0,0,1,0,0,0.011526,0.0011526,0.000176,0.007902,0.002488453,916.8,66,1484,732.2520513,0.4,850.8,0,1418,732.2520513,0,Windows7
2162,0,0,1,0,0,0,1,0,0,0.008762,0.0008762,7.10E-05,0.004077,0.001265571,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2163,0,0,0.7,0.1,0,0,0.8,0,0.2,0.964326,0.0964326,8.40E-05,0.442325,0.177072526,628.4,66,1514,715.5323116,0.4,556,0,1448,746.8570336,0,Windows7
2164,0,0.3,0.4,0.2,0.1,0,1,0,0,0.300326,0.0300326,6.30E-05,0.165119,0.054556696,59.2,54,77,9.566144004,1,5.2,0,23,9.566144004,0,Windows7
2165,0,0,0.9,0.1,0,0,1,0,0,0.006722,0.0006722,0.000295,0.002318,0.00060263,1041.2,78,1514,677.1910612,0.3,971.6,0,1448,682.8813465,0,Windows7
2166,0,0,0.8,0,0.2,0,1,0,0,0.011597,0.0011597,5.20E-05,0.004576,0.001658696,757.6,54,1454,734.0831318,0.5,694,0,1388,731.5402321,0,Windows7
2167,0,0,1,0,0,0,1,0,0,0.007569,0.0007569,5.70E-05,0.002552,0.00096589,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2168,0,0,0.9,0.1,0,0,1,0,0,0.006715,0.0006715,6.90E-05,0.002163,0.000627509,1037.6,66,1514,682.8813465,0.3,971.6,0,1448,682.8813465,0,Windows7
2169,0,0,0.8,0.2,0,0,1,0,0,0.017473,0.0017473,3.50E-05,0.011751,0.003821294,682.9,54,1514,723.7102628,0.4,628.9,0,1460,723.7102628,0,Windows7
2170,0,0,1,0,0,0,1,0,0,0.003812,0.0003812,4.30E-05,0.00221,0.000699594,648.4,66,1514,745.017703,0.6,579.2,0,1448,747.7439847,0,Windows7
2171,0,0,0.8,0.2,0,0,1,0,0,0.00698,0.000698,6.60E-05,0.00472,0.001488221,786.3,66,1484,736.2116317,0.4,720.3,0,1418,736.2116317,0,Windows7
2172,1,0,0,0,0,0,1,0,0,0.260911,0.0260911,0.000658,0.24396,0.08062518,74,74,74,0,1,0,0,0,0,0,Windows7
2173,0,0,0.5,0.5,0,0,1,0,0,0.049133,0.0049133,5.80E-05,0.013142,0.006069361,529.8,66,1484,660.9049015,0.4,463.8,0,1418,660.9049015,0,Windows7
2174,0,0,0.4,0.6,0,0,1,0,0,0.12765,0.012765,9.40E-05,0.041151,0.013125889,133.9,78,176,48.23196266,0.4,63.1,0,110,54.41496935,0,Windows7
2175,0,0,1,0,0,0,1,0,0,0.01244,0.001244,0.000104,0.004647,0.001597303,1088,94,1514,685.925166,0.3,1013.6,0,1448,699.4504509,0,Windows7
2176,0,0,1,0,0,0,1,0,0,0.004859,0.0004859,6.60E-05,0.002308,0.000752868,796,78,1514,756.8384533,0.5,724,0,1448,763.1630087,0,Windows7
2177,0,0,0.9,0.1,0,0,1,0,0,0.020743,0.0020743,5.30E-05,0.006393,0.002431234,856.4,66,1514,720.886368,0.4,790.4,0,1448,720.886368,0,Windows7
2178,0,0,0.9,0.1,0,0,1,0,0,0.007769,0.0007769,6.90E-05,0.003087,0.001003028,1275.6,66,1514,516.8767745,0.1,1209.6,0,1448,516.8767745,0,Windows7
2179,0,0,1,0,0,0,1,0,0,0.004291,0.0004291,1.60E-05,0.000766,0.000213639,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2180,0,0,0.9,0,0.1,0,1,0,0,0.582033,0.0582033,0.000128,0.176208,0.061913765,63,54,66,5.099019514,1,0.6,0,6,1.897366596,0,Windows7
2181,0,0,1,0,0,0,1,0,0,0.0318,0.00318,6.40E-05,0.016543,0.005367855,1224.4,66,1514,610.5304069,0.2,1158.4,0,1448,610.5304069,0,Windows7
2182,0,0,0.5,0.5,0,0,1,0,0,0.156325,0.0156325,3.20E-05,0.07556,0.027418717,137.3,66,308,89.46762295,0.5,71.3,0,242,89.46762295,0,Windows7
2183,0,0,1,0,0,0,1,0,0,0.003439,0.0003439,5.60E-05,0.001304,0.000446241,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows7
2184,0,0,1,0,0,0,1,0,0,0.006251,0.0006251,4.40E-05,0.004291,0.001366928,764,66,1462,735.7566023,0.5,698,0,1396,735.7566023,0,Windows7
2185,0,0,0.5,0.1,0,0.1,0.6,0.4,0,0.009329,0.0009329,6.10E-05,0.003739,0.001375678,475.5,54,1514,661.5095951,0.3,412.4,0,1460,758.71646,0.05,Windows7
2186,0,0,0.7,0.3,0,0,1,0,0,0.032651,0.0032651,7.50E-05,0.015858,0.005372305,486.5,54,1494,587.8433748,0.5,426.5,0,1440,590.8512221,0,Windows7
2187,0,0,0.9,0.1,0,0,1,0,0,0.010038,0.0010038,0.000405,0.005494,0.001651177,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
2188,0,0,0.9,0.1,0,0,1,0,0,0.018349,0.0018349,0.000459,0.011649,0.003633266,1327.2,66,1514,462.3805071,0.1,1261.2,0,1448,462.3805071,0,Windows7
2189,0,0,1,0,0,0,1,0,0,0.005378,0.0005378,3.20E-05,0.003171,0.001018658,790,66,1514,763.1630087,0.5,724,0,1448,763.1630087,0,Windows7
2190,0,0,1,0,0,0,1,0,0,0.004384,0.0004384,0.000415,0.000606,5.87E-05,1514,1514,1514,0,0,1448,1448,1448,0,0,Windows7
2191,0,0,0.6,0.2,0.2,0,1,0,0,0.447265,0.0447265,6.10E-05,0.162634,0.05232741,70.2,54,105,19.14157778,0.8,7.8,0,39,16.44384383,0,Windows7
2192,0,0,0.9,0.1,0,0,1,0,0,0.004601,0.0004601,0.000125,0.001665,0.000470711,1009.6,94,1514,676.5650498,0.3,935.2,0,1448,689.2128844,0,Windows7
